Facility ID,Facility Name,Address_x,City/Town_x,State,ZIP Code_x,County/Parish_x,Telephone Number_x,Measure ID,Measure Name,Compared to National,Denominator_x,Score,Lower Estimate_x,Higher Estimate_x,Footnote,Start Date_x,End Date_x,Payment Measure Name,Address_y,City/Town_y,ZIP Code_y,County/Parish_y,Telephone Number_y,Payment Measure ID,Payment Category,Denominator_y,Payment,Lower Estimate_y,Higher Estimate_y,Payment Footnote,Value of Care Display ID,Value of Care Display Name,Value of Care Category,Value of Care Footnote,Start Date_y,End Date_y,Color
220065,BAYSTATE NOBLE HOSPITAL,115 WEST SILVER STREET,WESTFIELD,MA,1085,HAMPDEN,(413) 568-2811,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,168,9.8,7.1,13.1,,07/01/2019,06/30/2022,Payment for heart failure patients,115 WEST SILVER STREET,WESTFIELD,1085,HAMPDEN,(413) 568-2811,PAYM_30_HF,No Different Than the National Average Payment,165,"$17,801","$16,228","$19,552",,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,07/01/2019,06/30/2022,lightgrey
220065,BAYSTATE NOBLE HOSPITAL,115 WEST SILVER STREET,WESTFIELD,MA,1085,HAMPDEN,(413) 568-2811,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,122,17.7,13.7,22.6,,07/01/2019,06/30/2022,Payment for pneumonia patients,115 WEST SILVER STREET,WESTFIELD,1085,HAMPDEN,(413) 568-2811,PAYM_30_PN,No Different Than the National Average Payment,117,"$19,343","$17,388","$21,308",,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,07/01/2019,06/30/2022,lightgrey
220066,MERCY MEDICAL CTR,271 CAREW STREET,SPRINGFIELD,MA,1104,HAMPDEN,(413) 748-9000,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,82,3.6,2.1,6.5,,04/01/2019,03/31/2022,Payment for hip/knee replacement patients,271 CAREW STREET,SPRINGFIELD,1104,HAMPDEN,(413) 748-9000,PAYM_90_HIP_KNEE,No Different Than the National Average Payment,81,"$23,071","$21,111","$25,177",,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,04/01/2019,03/31/2022,lightgrey
220066,MERCY MEDICAL CTR,271 CAREW STREET,SPRINGFIELD,MA,1104,HAMPDEN,(413) 748-9000,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,73,12.3,9.4,16.0,,07/01/2019,06/30/2022,Payment for heart attack patients,271 CAREW STREET,SPRINGFIELD,1104,HAMPDEN,(413) 748-9000,PAYM_30_AMI,No Different Than the National Average Payment,69,"$27,255","$24,177","$30,998",,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,07/01/2019,06/30/2022,lightgrey
220066,MERCY MEDICAL CTR,271 CAREW STREET,SPRINGFIELD,MA,1104,HAMPDEN,(413) 748-9000,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,308,12.2,9.5,15.5,,07/01/2019,06/30/2022,Payment for heart failure patients,271 CAREW STREET,SPRINGFIELD,1104,HAMPDEN,(413) 748-9000,PAYM_30_HF,No Different Than the National Average Payment,299,"$18,911","$17,659","$20,375",,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,07/01/2019,06/30/2022,lightgrey
220066,MERCY MEDICAL CTR,271 CAREW STREET,SPRINGFIELD,MA,1104,HAMPDEN,(413) 748-9000,MORT_30_PN,Death rate for pneumonia patients,Worse Than the National Rate,191,22.6,18.3,27.3,,07/01/2019,06/30/2022,Payment for pneumonia patients,271 CAREW STREET,SPRINGFIELD,1104,HAMPDEN,(413) 748-9000,PAYM_30_PN,No Different Than the National Average Payment,176,"$20,450","$18,777","$22,139",,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Worse Mortality and Average Payment,,07/01/2019,06/30/2022,lightgrey
220070,MELROSEWAKEFIELD HEALTHCARE,585 LEBANON STREET,MELROSE,MA,2176,MIDDLESEX,(781) 979-3000,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,121,3.1,1.8,5.3,,04/01/2019,03/31/2022,Payment for hip/knee replacement patients,585 LEBANON STREET,MELROSE,2176,MIDDLESEX,(781) 979-3000,PAYM_90_HIP_KNEE,No Different Than the National Average Payment,121,"$22,796","$21,202","$24,560",,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,04/01/2019,03/31/2022,lightgrey
220070,MELROSEWAKEFIELD HEALTHCARE,585 LEBANON STREET,MELROSE,MA,2176,MIDDLESEX,(781) 979-3000,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,131,12,9.3,15.1,,07/01/2019,06/30/2022,Payment for heart attack patients,585 LEBANON STREET,MELROSE,2176,MIDDLESEX,(781) 979-3000,PAYM_30_AMI,No Different Than the National Average Payment,124,"$27,123","$24,312","$30,162",,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,07/01/2019,06/30/2022,lightgrey
220070,MELROSEWAKEFIELD HEALTHCARE,585 LEBANON STREET,MELROSE,MA,2176,MIDDLESEX,(781) 979-3000,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,469,11.8,9.6,14.3,,07/01/2019,06/30/2022,Payment for heart failure patients,585 LEBANON STREET,MELROSE,2176,MIDDLESEX,(781) 979-3000,PAYM_30_HF,No Different Than the National Average Payment,460,"$18,656","$17,614","$19,764",,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,07/01/2019,06/30/2022,lightgrey
220070,MELROSEWAKEFIELD HEALTHCARE,585 LEBANON STREET,MELROSE,MA,2176,MIDDLESEX,(781) 979-3000,MORT_30_PN,Death rate for pneumonia patients,Better Than the National Rate,382,14.6,12.2,17.6,,07/01/2019,06/30/2022,Payment for pneumonia patients,585 LEBANON STREET,MELROSE,2176,MIDDLESEX,(781) 979-3000,PAYM_30_PN,Less Than the National Average Payment,357,"$18,999","$17,850","$20,142",,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Better Mortality and Lower Payment,,07/01/2019,06/30/2022,lightgrey
220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,2114,SUFFOLK,(617) 724-9725,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,292,2.5,1.6,3.9,,04/01/2019,03/31/2022,Payment for hip/knee replacement patients,55 FRUIT STREET,BOSTON,2114,SUFFOLK,(617) 724-9725,PAYM_90_HIP_KNEE,Greater Than the National Average Payment,288,"$22,805","$21,702","$24,047",,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Higher Payment,,04/01/2019,03/31/2022,green
220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,2114,SUFFOLK,(617) 724-9725,MORT_30_AMI,Death rate for heart attack patients,Better Than the National Rate,428,10.1,8.0,12.4,,07/01/2019,06/30/2022,Payment for heart attack patients,55 FRUIT STREET,BOSTON,2114,SUFFOLK,(617) 724-9725,PAYM_30_AMI,No Different Than the National Average Payment,422,"$28,909","$27,024","$30,884",,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Better Mortality and Average Payment,,07/01/2019,06/30/2022,green
220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,2114,SUFFOLK,(617) 724-9725,MORT_30_HF,Death rate for heart failure patients,Better Than the National Rate,1347,7.2,6.1,8.5,,07/01/2019,06/30/2022,Payment for heart failure patients,55 FRUIT STREET,BOSTON,2114,SUFFOLK,(617) 724-9725,PAYM_30_HF,No Different Than the National Average Payment,1315,"$19,053","$18,381","$19,787",,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Better Mortality and Average Payment,,07/01/2019,06/30/2022,green
220071,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,2114,SUFFOLK,(617) 724-9725,MORT_30_PN,Death rate for pneumonia patients,Better Than the National Rate,827,12,10.3,13.9,,07/01/2019,06/30/2022,Payment for pneumonia patients,55 FRUIT STREET,BOSTON,2114,SUFFOLK,(617) 724-9725,PAYM_30_PN,Less Than the National Average Payment,799,"$18,786","$17,998","$19,542",,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Better Mortality and Lower Payment,,07/01/2019,06/30/2022,green
220073,MORTON HOSPITAL,88 WASHINGTON STREET,TAUNTON,MA,2780,BRISTOL,(508) 828-7000,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,138,2.9,1.7,4.9,,04/01/2019,03/31/2022,Payment for hip/knee replacement patients,88 WASHINGTON STREET,TAUNTON,2780,BRISTOL,(508) 828-7000,PAYM_90_HIP_KNEE,No Different Than the National Average Payment,136,"$21,763","$20,339","$23,304",,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,04/01/2019,03/31/2022,lightgrey
220073,MORTON HOSPITAL,88 WASHINGTON STREET,TAUNTON,MA,2780,BRISTOL,(508) 828-7000,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,38,12.5,9.7,16.1,,07/01/2019,06/30/2022,Payment for heart attack patients,88 WASHINGTON STREET,TAUNTON,2780,BRISTOL,(508) 828-7000,PAYM_30_AMI,No Different Than the National Average Payment,37,"$29,370","$25,179","$33,854",,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,07/01/2019,06/30/2022,lightgrey
220073,MORTON HOSPITAL,88 WASHINGTON STREET,TAUNTON,MA,2780,BRISTOL,(508) 828-7000,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,330,10.1,7.8,12.8,,07/01/2019,06/30/2022,Payment for heart failure patients,88 WASHINGTON STREET,TAUNTON,2780,BRISTOL,(508) 828-7000,PAYM_30_HF,No Different Than the National Average Payment,322,"$18,873","$17,632","$20,193",,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,07/01/2019,06/30/2022,lightgrey
220073,MORTON HOSPITAL,88 WASHINGTON STREET,TAUNTON,MA,2780,BRISTOL,(508) 828-7000,MORT_30_PN,Death rate for pneumonia patients,Better Than the National Rate,259,14,11.2,17.6,,07/01/2019,06/30/2022,Payment for pneumonia patients,88 WASHINGTON STREET,TAUNTON,2780,BRISTOL,(508) 828-7000,PAYM_30_PN,No Different Than the National Average Payment,250,"$20,786","$19,212","$22,313",,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Better Mortality and Average Payment,,07/01/2019,06/30/2022,lightgrey
220074,SOUTHCOAST HOSPITALS GROUP,363 HIGHLAND AVENUE,FALL RIVER,MA,2720,BRISTOL,(508) 679-3131,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,230,3.4,2.3,5.2,,04/01/2019,03/31/2022,Payment for hip/knee replacement patients,363 HIGHLAND AVENUE,FALL RIVER,2720,BRISTOL,(508) 679-3131,PAYM_90_HIP_KNEE,No Different Than the National Average Payment,229,"$22,312","$21,092","$23,594",,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,04/01/2019,03/31/2022,lightgrey
220074,SOUTHCOAST HOSPITALS GROUP,363 HIGHLAND AVENUE,FALL RIVER,MA,2720,BRISTOL,(508) 679-3131,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,586,12.8,10.9,15.2,,07/01/2019,06/30/2022,Payment for heart attack patients,363 HIGHLAND AVENUE,FALL RIVER,2720,BRISTOL,(508) 679-3131,PAYM_30_AMI,Less Than the National Average Payment,574,"$25,711","$24,271","$27,254",,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Lower Payment,,07/01/2019,06/30/2022,lightgrey
220074,SOUTHCOAST HOSPITALS GROUP,363 HIGHLAND AVENUE,FALL RIVER,MA,2720,BRISTOL,(508) 679-3131,MORT_30_HF,Death rate for heart failure patients,Better Than the National Rate,1310,9.4,8.1,11.0,,07/01/2019,06/30/2022,Payment for heart failure patients,363 HIGHLAND AVENUE,FALL RIVER,2720,BRISTOL,(508) 679-3131,PAYM_30_HF,No Different Than the National Average Payment,1267,"$18,132","$17,492","$18,785",,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Better Mortality and Average Payment,,07/01/2019,06/30/2022,lightgrey
220074,SOUTHCOAST HOSPITALS GROUP,363 HIGHLAND AVENUE,FALL RIVER,MA,2720,BRISTOL,(508) 679-3131,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,1162,18.7,16.6,20.7,,07/01/2019,06/30/2022,Payment for pneumonia patients,363 HIGHLAND AVENUE,FALL RIVER,2720,BRISTOL,(508) 679-3131,PAYM_30_PN,Less Than the National Average Payment,1098,"$19,230","$18,537","$19,926",,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Lower Payment,,07/01/2019,06/30/2022,lightgrey
220075,MASSACHUSETTS EYE AND EAR INFIRMARY -,243 CHARLES STREET,BOSTON,MA,2114,SUFFOLK,(617) 523-7900,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Not Available,Not Available,Not Available,Not Available,Not Available,5,04/01/2019,03/31/2022,Payment for hip/knee replacement patients,243 CHARLES STREET,BOSTON,2114,SUFFOLK,(617) 523-7900,PAYM_90_HIP_KNEE,Not Available,Not Available,Not Available,Not Available,Not Available,5,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Not Available,13,04/01/2019,03/31/2022,lightgrey
220075,MASSACHUSETTS EYE AND EAR INFIRMARY -,243 CHARLES STREET,BOSTON,MA,2114,SUFFOLK,(617) 523-7900,MORT_30_AMI,Death rate for heart attack patients,Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2019,06/30/2022,Payment for heart attack patients,243 CHARLES STREET,BOSTON,2114,SUFFOLK,(617) 523-7900,PAYM_30_AMI,Not Available,Not Available,Not Available,Not Available,Not Available,5,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Not Available,13,07/01/2019,06/30/2022,lightgrey
220075,MASSACHUSETTS EYE AND EAR INFIRMARY -,243 CHARLES STREET,BOSTON,MA,2114,SUFFOLK,(617) 523-7900,MORT_30_HF,Death rate for heart failure patients,Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2019,06/30/2022,Payment for heart failure patients,243 CHARLES STREET,BOSTON,2114,SUFFOLK,(617) 523-7900,PAYM_30_HF,Not Available,Not Available,Not Available,Not Available,Not Available,5,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Not Available,13,07/01/2019,06/30/2022,lightgrey
220075,MASSACHUSETTS EYE AND EAR INFIRMARY -,243 CHARLES STREET,BOSTON,MA,2114,SUFFOLK,(617) 523-7900,MORT_30_PN,Death rate for pneumonia patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2019,06/30/2022,Payment for pneumonia patients,243 CHARLES STREET,BOSTON,2114,SUFFOLK,(617) 523-7900,PAYM_30_PN,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Not Available,13,07/01/2019,06/30/2022,lightgrey
220077,BAYSTATE MEDICAL CENTER,759 CHESTNUT STREET,SPRINGFIELD,MA,1199,HAMPDEN,(413) 794-0000,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Better Than the National Rate,641,1.8,1.1,2.6,,04/01/2019,03/31/2022,Payment for hip/knee replacement patients,759 CHESTNUT STREET,SPRINGFIELD,1199,HAMPDEN,(413) 794-0000,PAYM_90_HIP_KNEE,Less Than the National Average Payment,636,"$19,253","$18,633","$19,878",,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Better Complications and Lower Payment,,04/01/2019,03/31/2022,lightgrey
220077,BAYSTATE MEDICAL CENTER,759 CHESTNUT STREET,SPRINGFIELD,MA,1199,HAMPDEN,(413) 794-0000,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,723,11.6,9.8,13.6,,07/01/2019,06/30/2022,Payment for heart attack patients,759 CHESTNUT STREET,SPRINGFIELD,1199,HAMPDEN,(413) 794-0000,PAYM_30_AMI,No Different Than the National Average Payment,707,"$26,107","$24,725","$27,573",,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,07/01/2019,06/30/2022,lightgrey
220077,BAYSTATE MEDICAL CENTER,759 CHESTNUT STREET,SPRINGFIELD,MA,1199,HAMPDEN,(413) 794-0000,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,1220,11.4,9.9,13.0,,07/01/2019,06/30/2022,Payment for heart failure patients,759 CHESTNUT STREET,SPRINGFIELD,1199,HAMPDEN,(413) 794-0000,PAYM_30_HF,No Different Than the National Average Payment,1191,"$18,639","$17,944","$19,345",,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,07/01/2019,06/30/2022,lightgrey
220077,BAYSTATE MEDICAL CENTER,759 CHESTNUT STREET,SPRINGFIELD,MA,1199,HAMPDEN,(413) 794-0000,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,652,17.9,15.4,20.6,,07/01/2019,06/30/2022,Payment for pneumonia patients,759 CHESTNUT STREET,SPRINGFIELD,1199,HAMPDEN,(413) 794-0000,PAYM_30_PN,No Different Than the National Average Payment,626,"$19,869","$18,939","$20,794",,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Average Payment,,07/01/2019,06/30/2022,lightgrey
220080,HOLY FAMILY HOSPITAL,70 EAST STREET,METHUEN,MA,1844,ESSEX,(978) 687-0156,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,209,3.2,2.0,5.2,,04/01/2019,03/31/2022,Payment for hip/knee replacement patients,70 EAST STREET,METHUEN,1844,ESSEX,(978) 687-0156,PAYM_90_HIP_KNEE,No Different Than the National Average Payment,208,"$20,665","$19,547","$21,819",,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,04/01/2019,03/31/2022,lightgrey
220080,HOLY FAMILY HOSPITAL,70 EAST STREET,METHUEN,MA,1844,ESSEX,(978) 687-0156,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,113,13.6,10.7,17.3,,07/01/2019,06/30/2022,Payment for heart attack patients,70 EAST STREET,METHUEN,1844,ESSEX,(978) 687-0156,PAYM_30_AMI,Greater Than the National Average Payment,105,"$33,217","$29,482","$37,692",,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Higher Payment,,07/01/2019,06/30/2022,lightgrey
220080,HOLY FAMILY HOSPITAL,70 EAST STREET,METHUEN,MA,1844,ESSEX,(978) 687-0156,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,449,10,7.9,12.5,,07/01/2019,06/30/2022,Payment for heart failure patients,70 EAST STREET,METHUEN,1844,ESSEX,(978) 687-0156,PAYM_30_HF,Greater Than the National Average Payment,439,"$20,857","$19,667","$22,100",,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Higher Payment,,07/01/2019,06/30/2022,lightgrey
220080,HOLY FAMILY HOSPITAL,70 EAST STREET,METHUEN,MA,1844,ESSEX,(978) 687-0156,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,520,17.5,14.9,20.5,,07/01/2019,06/30/2022,Payment for pneumonia patients,70 EAST STREET,METHUEN,1844,ESSEX,(978) 687-0156,PAYM_30_PN,Greater Than the National Average Payment,479,"$21,704","$20,526","$22,858",,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Average Mortality and Higher Payment,,07/01/2019,06/30/2022,lightgrey
220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,148 CHESTNUT STREET,NEEDHAM,MA,2494,NORFOLK,(781) 453-3002,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,63,2.6,1.5,4.6,,04/01/2019,03/31/2022,Payment for hip/knee replacement patients,148 CHESTNUT STREET,NEEDHAM,2494,NORFOLK,(781) 453-3002,PAYM_90_HIP_KNEE,No Different Than the National Average Payment,65,"$20,400","$18,656","$22,357",,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,04/01/2019,03/31/2022,lightgrey
220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,148 CHESTNUT STREET,NEEDHAM,MA,2494,NORFOLK,(781) 453-3002,MORT_30_AMI,Death rate for heart attack patients,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2019,06/30/2022,Payment for heart attack patients,148 CHESTNUT STREET,NEEDHAM,2494,NORFOLK,(781) 453-3002,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Not Available,13,07/01/2019,06/30/2022,lightgrey
220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,148 CHESTNUT STREET,NEEDHAM,MA,2494,NORFOLK,(781) 453-3002,MORT_30_HF,Death rate for heart failure patients,Better Than the National Rate,385,8.5,6.6,10.7,,07/01/2019,06/30/2022,Payment for heart failure patients,148 CHESTNUT STREET,NEEDHAM,2494,NORFOLK,(781) 453-3002,PAYM_30_HF,No Different Than the National Average Payment,378,"$18,785","$17,636","$20,006",,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Better Mortality and Average Payment,,07/01/2019,06/30/2022,lightgrey
220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,148 CHESTNUT STREET,NEEDHAM,MA,2494,NORFOLK,(781) 453-3002,MORT_30_PN,Death rate for pneumonia patients,Better Than the National Rate,402,14.6,12.2,17.4,,07/01/2019,06/30/2022,Payment for pneumonia patients,148 CHESTNUT STREET,NEEDHAM,2494,NORFOLK,(781) 453-3002,PAYM_30_PN,No Different Than the National Average Payment,383,"$20,824","$19,581","$22,066",,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Better Mortality and Average Payment,,07/01/2019,06/30/2022,lightgrey
220084,EMERSON HOSPITAL -,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,MA,1742,MIDDLESEX,(978) 369-1400,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,285,2.6,1.6,4.2,,04/01/2019,03/31/2022,Payment for hip/knee replacement patients,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,1742,MIDDLESEX,(978) 369-1400,PAYM_90_HIP_KNEE,No Different Than the National Average Payment,285,"$21,605","$20,604","$22,640",,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,04/01/2019,03/31/2022,lightgrey
220084,EMERSON HOSPITAL -,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,MA,1742,MIDDLESEX,(978) 369-1400,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,34,12.6,9.3,16.7,,07/01/2019,06/30/2022,Payment for heart attack patients,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,1742,MIDDLESEX,(978) 369-1400,PAYM_30_AMI,No Different Than the National Average Payment,30,"$29,634","$25,701","$34,391",,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,07/01/2019,06/30/2022,lightgrey
220084,EMERSON HOSPITAL -,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,MA,1742,MIDDLESEX,(978) 369-1400,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,221,10.7,8.1,13.9,,07/01/2019,06/30/2022,Payment for heart failure patients,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,1742,MIDDLESEX,(978) 369-1400,PAYM_30_HF,No Different Than the National Average Payment,212,"$20,164","$18,632","$21,868",,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Average Mortality and Average Payment,,07/01/2019,06/30/2022,lightgrey
220084,EMERSON HOSPITAL -,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,MA,1742,MIDDLESEX,(978) 369-1400,MORT_30_PN,Death rate for pneumonia patients,Better Than the National Rate,171,12.4,9.5,16.0,,07/01/2019,06/30/2022,Payment for pneumonia patients,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,1742,MIDDLESEX,(978) 369-1400,PAYM_30_PN,No Different Than the National Average Payment,163,"$20,793","$19,048","$22,574",,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Better Mortality and Average Payment,,07/01/2019,06/30/2022,lightgrey
220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,2215,SUFFOLK,(617) 667-7000,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,229,3.3,2.1,5.0,,04/01/2019,03/31/2022,Payment for hip/knee replacement patients,330 BROOKLINE AVENUE,BOSTON,2215,SUFFOLK,(617) 667-7000,PAYM_90_HIP_KNEE,No Different Than the National Average Payment,227,"$21,678","$20,587","$22,894",,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Average Complications and Average Payment,,04/01/2019,03/31/2022,lightgrey
220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,2215,SUFFOLK,(617) 667-7000,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,277,10.3,8.1,12.9,,07/01/2019,06/30/2022,Payment for heart attack patients,330 BROOKLINE AVENUE,BOSTON,2215,SUFFOLK,(617) 667-7000,PAYM_30_AMI,No Different Than the National Average Payment,276,"$29,341","$26,973","$31,915",,MORT_PAYM_30_AMI,Value of Care Heart Attack measure,Average Mortality and Average Payment,,07/01/2019,06/30/2022,lightgrey
220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,2215,SUFFOLK,(617) 667-7000,MORT_30_HF,Death rate for heart failure patients,Better Than the National Rate,825,8.1,6.6,9.9,,07/01/2019,06/30/2022,Payment for heart failure patients,330 BROOKLINE AVENUE,BOSTON,2215,SUFFOLK,(617) 667-7000,PAYM_30_HF,No Different Than the National Average Payment,812,"$19,183","$18,309","$20,076",,MORT_PAYM_30_HF,Value of Care Heart Failure measur,Better Mortality and Average Payment,,07/01/2019,06/30/2022,lightgrey
220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,2215,SUFFOLK,(617) 667-7000,MORT_30_PN,Death rate for pneumonia patients,Better Than the National Rate,385,12.4,10.0,15.1,,07/01/2019,06/30/2022,Payment for pneumonia patients,330 BROOKLINE AVENUE,BOSTON,2215,SUFFOLK,(617) 667-7000,PAYM_30_PN,No Different Than the National Average Payment,385,"$19,370","$18,237","$20,501",,MORT_PAYM_30_PN,Value of Care Pneumonia measure,Better Mortality and Average Payment,,07/01/2019,06/30/2022,lightgrey
220088,NEW ENGLAND BAPTIST HOSPITAL,125 PARKER HILL AVENUE,BOSTON,MA,2120,SUFFOLK,(617) 754-5800,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Better Than the National Rate,3241,2,1.5,2.5,,04/01/2019,03/31/2022,Payment for hip/knee replacement patients,125 PARKER HILL AVENUE,BOSTON,2120,SUFFOLK,(617) 754-5800,PAYM_90_HIP_KNEE,No Different Than the National Average Payment,3226,"$20,930","$20,585","$21,267",,COMP_PAYM_90_HIP_KNEE,Value of Care hip/knee replacement,Better Complications and Average Payment,,04/01/2019,03/31/2022,lightgrey
